8.81970,44.85576,100806 Traffipax fisso dir Novi@90
8.82411,45.51342,090903 autobox blu fisso@110
8.82653,45.63014,130307 Box speedcheck fisso@50
8.82875,45.62888,130307 Box speedcheck fisso@50
8.83051,45.50687,090903 autobox blu fisso@110
8.84200,45.72468,090525 Autovelox Fisso@50
8.84690,45.69085,111205 Autobox Fisso@50
8.84714,45.59351,130603 Box speedcheck@50
8.84758,45.59237,130603 Box speedcheck@50
8.84782,45.59158,130603 Box speedcheck@50
8.84920,45.97078,130318 Box Speed Check Fisso@50
8.84944,45.69806,120307 Box Speed Check Fisso@50
8.85076,45.96970,130318 Box Speed Check Fisso@50
8.85182,44.73250,130606 Box speedcheck@50
8.85203,45.96862,130318 Box Speed Check Fisso@50
8.85463,44.72995,130606 Box speedcheck@50
8.85538,44.72935,130606 Box speedcheck@50
8.85680,44.72654,130606 Box speedcheck@50
8.85789,45.58288,120928 Box Speed Check Fisso@50
8.85918,45.96418,130318 Box Speed Check Fisso@50
8.85972,45.59444,130423 Box Speed Check Fisso@50
8.86148,44.70943,071009 due autovelox opposti@50
8.86360,45.95944,130318 Box Speed Check Fisso@50
8.86651,45.60842,130501 Box speedcheck fisso@40
8.86792,45.46152,130822 Box speedcheck@50
8.86949,45.95752,130318 Box Speed Check Fisso@50
8.87113,45.95699,130318 Box Speed Check Fisso@50
8.89407,45.28074,130627 Red and speed dir Vigevano@90
8.89470,45.59981,120920 Autobox fisso compatto@50
8.90258,44.93232,120219 Traffipax fisso dir Tortona@70
8.90845,45.46453,130703 Box Speed Check Fisso@50
8.91317,45.47023,130703 Box Speed Check Fisso@50
8.91510,44.94408,120219 Traffipax fisso dir Voghera@70
8.91512,45.46057,130703 Box Speed Check Fisso@50
8.92241,45.58639,120918 Autobox fisso compatto@50
8.92542,45.47304,130703 Box Speed Check Fisso@50
8.92668,45.60837,130218 Box speedcheck fisso@50
8.93814,45.45941,130703 Box Speed Check Fisso@50
8.93929,45.59865,121224 Autobox fisso compatto@50
8.95920,45.20721,Box Speed Check Fisso - Vigili U.@50
8.96025,45.20788,Box Speed Check Fisso - Vigili U.@50
8.98409,45.17926,Box Speed Check Fisso - Vigili U.@50
8.98498,44.99553,130811 Box Speed Check Fisso@50
8.98643,39.68188,070930 Autovelox Fisso@50
8.98705,45.56226,111130 Box speed check fisso@50
8.98712,45.72156,130724 Autobox fisso compatto@50
8.98938,45.56353,111130 Box speed check fisso@50
8.99417,45.00917,130331 Red and speed fisso@90
